,last_name,first_name,middle_name,suffix,nickname,full_name,birthday,gender,type,state,district,senate_class,party,url,address,phone,contact_form,rss_url,twitter,twitter_id,facebook,youtube,youtube_id,mastodon,bioguide_id,thomas_id,opensecrets_id,lis_id,fec_ids,cspan_id,govtrack_id,votesmart_id,ballotpedia_id,washington_post_id,icpsr_id,wikipedia_id
1027,Gross,Samuel,,,,,1776-11-10,M,rep,PA,2.0,,Republican,,,,,,,,,,,,G000496,,,,,,404841,,,,3854.0,Samuel Gross (politician)
1028,Harris,Mark,,,,,1779-01-27,M,rep,ME,2.0,,Republican,,,,,,,,,,,,H000248,,,,,,405126,,,,4109.0,Mark Harris (Maine politician)
1029,Hawkes,James,,,,,1776-12-13,M,rep,NY,15.0,,Republican,,,,,,,,,,,,H000366,,,,,,405235,,,,4211.0,James Hawkes (congressman)
1030,Hernández,Joseph,Marion,,,,1788-05-26,M,rep,FL,-1.0,,,,,,,,,,,,,,H000533,,,,,,405395,,,,,Joseph Marion Hernández
1031,Hill,Mark,Langdon,,,,1772-06-30,M,rep,ME,3.0,,Republican,,,,,,,,,,,,H000602,,,,,,405463,,,,4419.0,Mark Langdon Hill
1032,Hubbard,Thomas,Hill,,,,1781-12-05,M,rep,NY,17.0,,Republican,,,,,,,,,,,,H000890,,,,,,405736,,,,4674.0,Thomas H. Hubbard
1033,Jackson,Edward,Brake,,,,1793-01-25,M,rep,VA,1.0,,Republican,,,,,,,,,,,,J000010,,,,,,405917,,,,4848.0,Edward B. Jackson
1034,Jones,Francis,,,,,,M,rep,TN,3.0,,Republican,,,,,,,,,,,,J000218,,,,,,412059,,,,5029.0,Francis Jones (American politician)
1035,Jones,James,,,,,1772-12-11,M,rep,VA,19.0,,Republican,,,,,,,,,,,,J000228,,,,,,406121,,,,5039.0,James Jones (Virginia politician)
1036,Keyes,Elias,,,,,1758-04-14,M,rep,VT,4.0,,Republican,,,,,,,,,,,,K000160,,,,,,406324,,,,5226.0,Elias Keyes
1037,Kirkland,Joseph,,,,,1770-01-18,M,rep,NY,16.0,,Federalist,,,,,,,,,,,,K000235,,,,,,406394,,,,5292.0,Joseph Kirkland (congressman)
1038,Lowndes,William,,,,,1782-02-11,M,rep,SC,2.0,,Republican,,,,,,,,,,,,L000483,,,,,,406971,,,,5815.0,William Lowndes (congressman)
1039,McCarty,Richard,,,,,1780-02-19,M,rep,NY,8.0,,Republican,,,,,,,,,,,,M000321,,,,,,407332,,,,6140.0,Richard McCarty (politician)
1040,McSherry,James,,,,,1776-07-29,M,rep,PA,5.0,,Federalist,,,,,,,,,,,,M000602,,,,,,407591,,,,6384.0,James McSherry (Pennsylvania politician)
1041,Milnor,William,,,,,1769-06-26,M,rep,PA,1.0,,Federalist,,,,,,,,,,,,M000786,,,,,,407764,,,,6539.0,William Milnor
1042,Montgomery,Thomas,,,,,,M,rep,KY,9.0,,Republican,,,,,,,,,,,,M000872,,,,,,407844,,,,6607.0,Thomas Montgomery (American politician)
1043,Moore,Samuel,,,,,1774-02-08,M,rep,PA,6.0,,Republican,,,,,,,,,,,,M000916,,,,,,407888,,,,6650.0,Samuel Moore (congressman)
1044,Moore,Thomas,Love,,,,,M,rep,VA,10.0,,Republican,,,,,,,,,,,,M000920,,,,,,412079,,,,6654.0,Thomas Love Moore
1045,Murray,Thomas,,Jr.,,,,M,rep,PA,10.0,,Republican,,,,,,,,,,,,M001115,,,,,,408078,,,,6825.0,Thomas Murray Jr.
1046,Nelson,Hugh,,,,,1768-09-30,M,rep,VA,22.0,,Republican,,,,,,,,,,,,N000035,,,,,,408125,,,,6865.0,Hugh Nelson (Virginia politician)
1047,Nelson,John,,,,,1791-06-01,M,rep,MD,4.0,,Republican,,,,,,,,,,,,N000037,,,,,,408127,,,,6867.0,John Nelson (lawyer)
1048,New,Anthony,,,,,,M,rep,KY,5.0,,Republican,,,,,,,,,,,,N000058,,,,,,408146,,,,6886.0,Anthony New
1049,Overstreet,James,,,,,1773-02-11,M,rep,SC,4.0,,Republican,,,,,,,,,,,,O000142,,,,,,408393,,,,7122.0,James Overstreet
1050,Patterson,Walter,,,,,,M,rep,NY,5.0,,Federalist,,,,,,,,,,,,P000131,,,,,,412085,,,,7256.0,Walter Patterson (U.S. politician)
1051,Phillips,John,,,,,,M,rep,PA,3.0,,Federalist,,,,,,,,,,,,P000310,,,,,,412086,,,,7414.0,John Phillips (Pennsylvania politician)
1052,Pierson,Jeremiah,Halsey,,,,1766-09-13,M,rep,NY,3.0,,Republican,,,,,,,,,,,,P000342,,,,,,408739,,,,7444.0,Jeremiah H. Pierson
1053,Pinkney,William,,,,,1764-03-17,M,sen,MD,,1.0,Republican,,,,,,,,,,,,P000362,,,,,,408758,,,,7463.0,William Pinkney
1054,Reed,Philip,,,,,,M,rep,MD,6.0,,Republican,,,,,,,,,,,,R000125,,,,,,409104,,,,7792.0,Philip Reed (politician)
1055,Reid,Robert,Raymond,,,,1789-09-08,M,rep,GA,-1.0,,Republican,,,,,,,,,,,,R000151,,,,,,409128,,,,7813.0,Robert R. Reid
1056,Rhea,John,,,,,,M,rep,TN,1.0,,Republican,,,,,,,,,,,,R000181,,,,,,409157,,,,7838.0,John Rhea
1057,Robertson,George,,,,,1790-11-18,M,rep,KY,-1.0,,Republican,,,,,,,,,,,,R000322,,,,,,409293,,,,7962.0,George Robertson (congressman)
1058,Ruggles,Charles,Herman,,,,1789-02-10,M,rep,NY,7.0,,Federalist,,,,,,,,,,,,R000501,,,,,,409460,,,,8108.0,Charles H. Ruggles
1059,Russ,John,,,,,1767-10-29,M,rep,CT,-1.0,,Republican,,,,,,,,,,,,R000519,,,,,,409477,,,,8122.0,John Russ (politician)
1060,Russell,Jonathan,,,,,1771-02-27,M,rep,MA,11.0,,Republican,,,,,,,,,,,,R000531,,,,,,409489,,,,8133.0,Jonathan Russell
1061,Sibley,Solomon,,,,,1769-10-07,M,rep,MI,-1.0,,,,,,,,,,,,,,S000400,,,,,,409894,,,,,Solomon Sibley
1062,Smith,John,Speed,,,,1792-07-01,M,rep,KY,7.0,,Republican,,,,,,,,,,,,S000575,,,,,,410057,,,,8656.0,John Speed Smith
1063,Spencer,Elijah,,,,,,M,rep,NY,21.0,,Republican,,,,,,,,,,,,S000722,,,,,,410191,,,,8782.0,Elijah Spencer
1064,Sterling,Micah,,,,,1784-11-05,M,rep,NY,18.0,,Federalist,,,,,,,,,,,,S000871,,,,,,410333,,,,8901.0,Micah Sterling
1065,Tuthill,Selah,,,,,1771-10-26,M,rep,NY,-1.0,,,,,,,,,,,,,,T000438,,,,,,411006,,,,,Selah Tuthill
1066,Upham,Nathaniel,,,,,1774-06-09,M,rep,NH,-1.0,,Republican,,,,,,,,,,,,U000024,,,,,,411047,,,,9569.0,Nathaniel Upham
1067,Van Rensselaer,Solomon,Van Vechten,,,,1774-08-06,M,rep,NY,9.0,,Federalist,,,,,,,,,,,,V000055,,,,,,411097,,,,9631.0,Solomon Van Rensselaer
1068,Van Swearingen,Thomas,,,,,1784-05-05,M,rep,VA,2.0,,Federalist,,,,,,,,,,,,V000059,,,,,,411101,,,,9635.0,Thomas Van Swearingen
1069,Walker,Felix,,,,,1753-07-19,M,rep,NC,12.0,,Republican,,,,,,,,,,,,W000050,,,,,,411229,,,,9738.0,Felix Walker (American politician)
1070,Walworth,Reuben,Hyde,,,,1788-10-26,M,rep,NY,12.0,,Republican,,,,,,,,,,,,W000118,,,,,,411294,,,,9800.0,Reuben H. Walworth
1071,White,Phineas,,,,,1770-10-30,M,rep,VT,2.0,,Republican,,,,,,,,,,,,W000389,,,,,,411549,,,,10042.0,Phineas White
1072,Whitman,Ezekiel,,,,,1776-03-09,M,rep,ME,2.0,,Federalist,,,,,,,,,,,,W000421,,,,,,411580,,,,10069.0,Ezekiel Whitman
1073,Williamson,William,Durkee,,,,1779-07-31,M,rep,ME,4.0,,Republican,,,,,,,,,,,,W000554,,,,,,411710,,,,10196.0,William D. Williamson
1074,Woodson,Samuel,Hughes,,,,1777-09-15,M,rep,KY,2.0,,Republican,,,,,,,,,,,,W000729,,,,,,411880,,,,10358.0,Samuel H. Woodson (Kentucky politician)
1075,Worman,Ludwig,,,,,,M,rep,PA,7.0,,Federalist,,,,,,,,,,,,W000745,,,,,,411894,,,,10374.0,Ludwig Worman
1076,Wright,Robert,,,,,1752-11-20,M,rep,MD,7.0,,Republican,,,,,,,,,,,,W000768,,,,,,411917,,,,10396.0,Robert Wright (Maryland politician)
1077,Brown,Ethan,Allen,,,,1776-07-04,M,sen,OH,,3.0,Republican,,,,,,,,,,,,B000914,,,,,,401870,,,,1107.0,Ethan Allen Brown
1078,Kelly,William,,,,,1786-09-22,M,sen,AL,,3.0,Republican,,,,,,,,,,,,K000079,,,,,,406248,,,,5155.0,William Kelly (Alabama politician)
1079,Lloyd,James,,,,,,M,sen,MA,,2.0,Adams,,,,,,,,,,,,L000378,,,,,,406870,,,,5726.0,James Lloyd (Massachusetts politician)
1080,Rodney,Caesar,Augustus,,,,1772-01-04,M,sen,DE,,1.0,Republican,,,,,,,,,,,,R000377,,,,,,409347,,,,8013.0,Caesar Augustus Rodney
1081,Taylor,John,,,,,1753-12-19,M,sen,VA,,2.0,Republican,,,,,,,,,,,,T000086,,,,,,410668,,,,9215.0,John Taylor of Caroline
1082,Abbott,Joel,,,,,1776-03-17,M,rep,GA,-1.0,,Republican,,,,,,,,,,,,A000003,,,,,,400668,,,,5.0,Joel Abbot (politician)
1083,Ball,William,Lee,,,,1781-01-02,M,rep,VA,13.0,,Republican,,,,,,,,,,,,B000103,,,,,,401105,,,,398.0,William Lee Ball
1084,Breck,Samuel,,,,,1771-07-17,M,rep,PA,1.0,,,,,,,,,,,,,,B000783,,,,,,401741,,,,990.0,Samuel Breck (politician)
1085,Brown,John,,,,,1772-08-12,M,rep,PA,12.0,,,,,,,,,,,,,,B000926,,,,,,401883,,,,1119.0,John Brown (Pennsylvania politician)
1086,Burton,Hutchins,Gordon,,,,,M,rep,NC,2.0,,,,,,,,,,,,,,B001152,,,,,,402094,,,,1319.0,Hutchins Gordon Burton
1087,Cady,John,Watts,,,,1790-06-28,M,rep,NY,16.0,,,,,,,,,,,,,,C000015,,,,,,402177,,,,1390.0,John W. Cady
1088,Call,Jacob,,,,,,M,rep,IN,1.0,,Jackson Republican,,,,,,,,,,,,C000049,,,,,,412023,,,,1423.0,Jacob Call
1089,Call,Richard,Keith,,,,1792-10-24,M,rep,FL,-1.0,,,,,,,,,,,,,,C000050,,,,,,402210,,,,,Richard K. Call
1090,Chandler,John,,,,,1762-02-01,M,sen,ME,,2.0,Jackson,,,,,,,,,,,,C000291,,,,,,402433,,,,1635.0,John Chandler
1091,Clark,Lot,,,,,1788-05-23,M,rep,NY,21.0,,,,,,,,,,,,,,C000447,,,,,,402585,,,,1779.0,Lot Clark
1092,Collins,Ela,,,,,1786-02-14,M,rep,NY,20.0,,,,,,,,,,,,,,C000635,,,,,,402764,,,,1945.0,Ela Collins
1093,Cushman,Joshua,,,,,1761-04-11,M,rep,ME,4.0,,,,,,,,,,,,,,C001020,,,,,,403127,,,,2281.0,Joshua Cushman
1094,Durfee,Job,,,,,1790-09-20,M,rep,RI,-1.0,,,,,,,,,,,,,,D000568,,,,,,403671,,,,2788.0,Job Durfee
1095,Dwinell,Justin,,,,,1785-10-28,M,rep,NY,22.0,,,,,,,,,,,,,,D000584,,,,,,403687,,,,2802.0,Justin Dwinell
1096,Eaton,Lewis,,,,,,M,rep,NY,12.0,,Crawford Republican,,,,,,,,,,,,E000025,,,,,,412036,,,,2829.0,Lewis Eaton
1097,Eddy,Samuel,,,,,1769-03-31,M,rep,RI,-1.0,,,,,,,,,,,,,,E000040,,,,,,403735,,,,2841.0,Samuel Eddy
1098,Edwards,Henry,Waggaman,,,,,M,sen,CT,,1.0,Jackson,,,,,,,,,,,,E000070,,,,,,403763,,,,2865.0,Henry W. Edwards
1099,Ellis,William,Cox,,,,1787-05-05,M,rep,PA,9.0,,,,,,,,,,,,,,E000137,,,,,,403828,,,,2926.0,William Cox Ellis
1100,Foote,Charles,Augustus,,,,1785-04-15,M,rep,NY,11.0,,,,,,,,,,,,,,F000249,,,,,,404202,,,,3257.0,Charles A. Foote
1101,Forward,Walter,,,,,1786-01-24,M,rep,PA,16.0,,,,,,,,,,,,,,F000291,,,,,,404241,,,,3293.0,Walter Forward
1102,Frost,Joel,,,,,1765-09-28,M,rep,NY,4.0,,Crawford Republican,,,,,,,,,,,,F000391,,,,,,412040,,,,3379.0,Joel Frost
1103,Fuller,Timothy,,,,,1778-07-11,M,rep,MA,4.0,,Republican,,,,,,,,,,,,F000413,,,,,,404355,,,,3400.0,Timothy Fuller
1104,Gatlin,Alfred,Moore,,,,1790-04-20,M,rep,NC,1.0,,Crawford Republican,,,,,,,,,,,,G000099,,,,,,404471,,,,3507.0,Alfred Moore Gatlin
1105,Gazlay,James,William,,,,1784-07-23,M,rep,OH,1.0,,,,,,,,,,,,,,G000109,,,,,,404481,,,,3516.0,James W. Gazlay
1106,Harvey,Matthew,,,,,1781-06-21,M,rep,NH,-1.0,,,,,,,,,,,,,,H000309,,,,,,405182,,,,4164.0,Matthew Harvey
1107,Hayward,William,,Jr.,,,,M,rep,MD,7.0,,,,,,,,,,,,,,H000410,,,,,,405277,,,,4249.0,William Hayward Jr.
1108,Herkimer,John,,,,,,M,rep,NY,15.0,,Republican,,,,,,,,,,,,H000529,,,,,,405391,,,,4353.0,John Herkimer
1109,Hogeboom,James,Lawrence,,,,1766-08-25,M,rep,NY,9.0,,,,,,,,,,,,,,H000700,,,,,,405553,,,,4503.0,James L. Hogeboom
1110,Hooks,Charles,,,,,1768-02-20,M,rep,NC,5.0,,Republican,,,,,,,,,,,,H000761,,,,,,405612,,,,4556.0,Charles Hooks
1111,Jenkins,Lemuel,,,,,1789-10-20,M,rep,NY,7.0,,,,,,,,,,,,,,J000085,,,,,,405987,,,,4914.0,Lemuel Jenkins
1112,Johnson,John,Telemachus,,,,1788-10-05,M,rep,KY,5.0,,,,,,,,,,,,,,J000154,,,,,,406052,,,,4973.0,John Telemachus Johnson
1113,Lawrence,Samuel,,,,,1773-05-23,M,rep,NY,25.0,,,,,,,,,,,,,,L000138,,,,,,406643,,,,5515.0,Samuel Lawrence (congressman)
1114,Lee,John,,,,,1788-01-30,M,rep,MD,4.0,,,,,,,,,,,,,,L000196,,,,,,406699,,,,5560.0,John Lee (Maryland politician)
1115,Leftwich,Jabez,,,,,1765-09-22,M,rep,VA,7.0,,,,,,,,,,,,,,L000216,,,,,,406720,,,,5584.0,Jabez Leftwich
1116,Litchfield,Elisha,,,,,1785-07-12,M,rep,NY,23.0,,,,,,,,,,,,,,L000346,,,,,,406838,,,,5696.0,Elisha Litchfield
1117,Livermore,Arthur,,,,,1766-07-29,M,rep,NH,-1.0,,Republican,,,,,,,,,,,,L000362,,,,,,406854,,,,5711.0,Arthur Livermore
1118,Longfellow,Stephen,,,,,1775-06-23,M,rep,ME,2.0,,,,,,,,,,,,,,L000430,,,,,,406921,,,,5768.0,Stephen Longfellow
1119,Matlack,James,,,,,1775-01-11,M,rep,NJ,-1.0,,,,,,,,,,,,,,M000245,,,,,,407263,,,,6078.0,James Matlack
1120,Matson,Aaron,,,,,,M,rep,NH,-1.0,,,,,,,,,,,,,,M000247,,,,,,407265,,,,6080.0,Aaron Matson
1121,McArthur,Duncan,,,,,1772-06-14,M,rep,OH,6.0,,,,,,,,,,,,,,M000299,,,,,,407314,,,,6125.0,Duncan McArthur
1122,McIlvaine,Joseph,,,,,1769-10-02,M,sen,NJ,,1.0,Adams,,,,,,,,,,,,M000475,,,,,,407473,,,,6274.0,Joseph McIlvaine
1123,Neale,Raphael,,,,,,M,rep,MD,1.0,,,,,,,,,,,,,,N000018,,,,,,412082,,,,6852.0,Raphael Neale
1124,Olin,Henry,,,,,1768-05-07,M,rep,VT,3.0,,,,,,,,,,,,,,O000068,,,,,,408341,,,,7056.0,Henry Olin
1125,Outlaw,George,,,,,,M,rep,NC,2.0,,,,,,,,,,,,,,O000139,,,,,,412084,,,,7119.0,George Outlaw
1126,Patterson,John,,,,,1771-02-10,M,rep,OH,10.0,,,,,,,,,,,,,,P000122,,,,,,408530,,,,7247.0,John Patterson (Ohio congressman)
1127,Patterson,Thomas,,,,,1764-10-01,M,rep,PA,15.0,,Republican,,,,,,,,,,,,P000128,,,,,,408536,,,,7253.0,Thomas Patterson (Pennsylvania politician)
1128,Plumer,William,,Jr.,,,1789-02-09,M,rep,NH,-1.0,,,,,,,,,,,,,,P000394,,,,,,408788,,,,7494.0,William Plumer Jr.
1129,Prince,William,,,,,,M,rep,IN,1.0,,Republican,,,,,,,,,,,,P000540,,,,,,408924,,,,7626.0,William Prince (politician)
1130,Reynolds,James,B.,,,,,M,rep,TN,8.0,,Republican,,,,,,,,,,,,R000173,,,,,,409149,,,,7831.0,James B. Reynolds
1131,Rich,Charles,,,,,1771-09-13,M,rep,VT,3.0,,Republican,,,,,,,,,,,,R000207,,,,,,409183,,,,7862.0,Charles Rich (U.S. Representative)
1132,Richard,Gabriel,,,,,1767-10-15,M,rep,MI,-1.0,,,,,,,,,,,,,,R000210,,,,,,409186,,,,,Gabriel Richard
1133,Richards,John,,,,,1765-04-13,M,rep,NY,19.0,,,,,,,,,,,,,,R000216,,,,,,409192,,,,7871.0,John Richards (New York politician)
1134,Rochester,William,Beatty,,,,1789-01-29,M,rep,NY,-1.0,,,,,,,,,,,,,,R000360,,,,,,409331,,,,7998.0,William B. Rochester
1135,Rogers,Thomas,Jones,,,,,M,rep,PA,8.0,,Republican,,,,,,,,,,,,R000403,,,,,,409370,,,,8034.0,Thomas Jones Rogers
1136,Ross,Thomas,Randolph,,,,1788-10-26,M,rep,OH,2.0,,,,,,,,,,,,,,R000456,,,,,,409420,,,,8078.0,Thomas R. Ross
1137,Sandford,James,T.,,,,,M,rep,TN,6.0,,Jackson Republican,,,,,,,,,,,,S000040,,,,,,412094,,,,8202.0,James T. Sandford
1138,Sharpe,Peter,,,,,1777-12-10,M,rep,NY,3.0,,,,,,,,,,,,,,S000297,,,,,,409796,,,,8409.0,Peter Sharpe
1139,Sibley,Jonas,,,,,1762-03-07,M,rep,MA,5.0,,,,,,,,,,,,,,S000397,,,,,,409891,,,,8499.0,Jonas Sibley
1140,Smith,Arthur,,,,,1785-11-15,M,rep,VA,2.0,,,,,,,,,,,,,,S000515,,,,,,410000,,,,8601.0,Arthur Smith (U.S. Representative)
1141,Spaight,Richard,Dobbs,Jr.,,,,M,rep,NC,4.0,,,,,,,,,,,,,,S000694,,,,,,410165,,,,8757.0,Richard Dobbs Spaight Jr.
1142,Stephenson,James,,,,,1764-03-20,M,rep,VA,16.0,,Federalist,,,,,,,,,,,,S000864,,,,,,410326,,,,8894.0,James Stephenson (congressman)
1143,Sterling,Ansel,,,,,1782-02-03,M,rep,CT,-1.0,,,,,,,,,,,,,,S000868,,,,,,410330,,,,8898.0,Ansel Sterling
1144,Stoddard,Ebenezer,,,,,1785-05-06,M,rep,CT,-1.0,,,,,,,,,,,,,,S000943,,,,,,410402,,,,8966.0,Ebenezer Stoddard
1145,Thomas,Jesse,Burgess,,,,,M,sen,IL,,2.0,Adams,,,,,,,,,,,,T000171,,,,,,410752,,,,9297.0,Jesse B. Thomas
1146,Thompson,Philip,,,,,1789-08-20,M,rep,KY,11.0,,,,,,,,,,,,,,T000211,,,,,,410790,,,,9333.0,Philip Thompson (Kentucky politician)
1147,Tod,John,,,,,,M,rep,PA,13.0,,Republican,,,,,,,,,,,,T000290,,,,,,410863,,,,9402.0,John Tod
1148,Tracy,Albert,Haller,,,,1793-06-17,M,rep,NY,30.0,,Whig,,,,,,,,,,,,T000343,,,,,,410914,,,,9447.0,Albert H. Tracy
1149,Tucker,George,,,,,1775-08-20,M,rep,VA,6.0,,,,,,,,,,,,,,T000397,,,,,,410966,,,,9496.0,George Tucker (politician)
1150,Tyson,Jacob,,,,,1773-10-08,M,rep,NY,2.0,,,,,,,,,,,,,,T000453,,,,,,411021,,,,9545.0,Jacob Tyson
1151,Udree,Daniel,,,,,1751-08-05,M,rep,PA,7.0,,Republican,,,,,,,,,,,,U000003,,,,,,411027,,,,9550.0,Daniel Udree
1152,Van Dyke,Nicholas,,,,,1770-12-20,M,sen,DE,,2.0,Adams,,,,,,,,,,,,V000037,,,,,,411082,,,,9613.0,"Nicholas Van Dyke (politician, born 1769)"
1153,Van Wyck,William,William,,,,1777-08-09,M,rep,NY,5.0,,,,,,,,,,,,,,V000068,,,,,,411110,,,,9644.0,William W. Van Wyck
1154,Vance,Robert,Brank,,,,,M,rep,NC,12.0,,,,,,,,,,,,,,V000018,,,,,,411114,,,,9598.0,Robert Brank Vance
1155,Ware,Nicholas,,,,,1776-02-16,M,sen,GA,,2.0,,,,,,,,,,,,,W000148,,,,,,411322,,,,9827.0,Nicholas Ware
1156,Warfield,Henry,Ridgely,,,,1774-09-14,M,rep,MD,3.0,,,,,,,,,,,,,,W000150,,,,,,411324,,,,9829.0,Henry Ridgely Warfield
1157,Wayne,Isaac,,,,,,M,rep,PA,4.0,,,,,,,,,,,,,,W000217,,,,,,411385,,,,9886.0,Isaac Wayne
1158,White,David,,,,,,M,rep,KY,6.0,,,,,,,,,,,,,,W000363,,,,,,411525,,,,10016.0,David White (U.S. politician)
1159,Whitman,Lemuel,,,,,1780-06-08,M,rep,CT,-1.0,,,,,,,,,,,,,,W000422,,,,,,411581,,,,10070.0,Lemuel Whitman
1160,Williams,Isaac,,Jr.,,,1777-04-05,M,rep,NY,13.0,,Republican,,,,,,,,,,,,W000505,,,,,,411662,,,,10150.0,Isaac Williams Jr.
1161,Williams,Jared,,,,,1766-03-04,M,rep,VA,17.0,,,,,,,,,,,,,,W000510,,,,,,411667,,,,10155.0,Jared Williams (Virginia politician)
1162,Williams,Thomas,Hill,,,,1773-01-14,M,sen,MS,,2.0,Jackson,,,,,,,,,,,,W000540,,,,,,411696,,,,10182.0,Thomas Hill Williams
1163,Wilson,Isaac,,,,,1780-06-25,M,rep,NY,29.0,,Republican,,,,,,,,,,,,W000586,,,,,,411741,,,,10226.0,Isaac Wilson (American politician)
1164,Woods,William,,,,,,M,rep,NY,28.0,,,,,,,,,,,,,,W000727,,,,,,411879,,,,10357.0,William Woods (congressman)
1165,Bouligny,Charles,Dominique Joseph,,,,1773-08-22,M,sen,LA,,2.0,Adams,,,,,,,,,,,,B000664,,,,,,401626,,,,881.0,Charles Dominique Joseph Bouligny
1166,Cobb,Thomas,Willis,,,,,M,sen,GA,,2.0,Jackson,,,,,,,,,,,,C000553,,,,,,402686,,,,1873.0,Thomas W. Cobb
1167,Adams,Parmenio,,,,,1776-09-09,M,rep,NY,29.0,,Adams,,,,,,,,,,,,A000042,,,,,,400703,,,,35.0,Parmenio Adams
1168,Alexander,Adam,Rankin,,,,1781-11-01,M,rep,TN,9.0,,Jackson,,,,,,,,,,,,A000089,,,,,,400748,,,,77.0,Adam Rankin Alexander
1169,Allen,Robert,,,,,1778-06-19,M,rep,TN,5.0,,Jackson,,,,,,,,,,,,A000142,,,,,,400798,,,,124.0,Robert Allen (Tennessee politician)
1170,Allison,James,,Jr.,,,1772-10-04,M,rep,PA,-1.0,,,,,,,,,,,,,,A000157,,,,,,400812,,,,138.0,James Allison Jr.
1171,Ashley,Henry,,,,,1778-02-19,M,rep,NY,11.0,,Jackson,,,,,,,,,,,,A000313,,,,,,400957,,,,265.0,Henry Ashley
1172,Badger,Luther,,,,,1785-04-10,M,rep,NY,23.0,,Adams,,,,,,,,,,,,B000023,,,,,,401028,,,,331.0,Luther Badger
1173,Barton,David,,,,,1783-12-14,M,sen,MO,,3.0,Adams,,,,,,,,,,,,B000212,,,,,,401210,,,,495.0,David Barton (politician)
1174,Baylies,Francis,,,,,1783-10-16,M,rep,MA,12.0,,Jackson,,,,,,,,,,,,B000255,,,,,,401249,,,,530.0,Francis Baylies
1175,Bradley,William,Czar,,,,1782-03-23,M,rep,VT,1.0,,Adams,,,,,,,,,,,,B000748,,,,,,401707,,,,959.0,William Czar Bradley
1176,Campbell,John,Wilson,,,,1782-02-23,M,rep,OH,5.0,,Adams,,,,,,,,,,,,C000095,,,,,,402250,,,,1460.0,John Wilson Campbell
1177,Cary,George,,,,,1789-08-07,M,rep,GA,-1.0,,Jackson,,,,,,,,,,,,C000212,,,,,,402358,,,,1561.0,George Cary (Georgia politician)
1178,Cassedy,George,,,,,1783-09-16,M,rep,NJ,-1.0,,Jackson,,,,,,,,,,,,C000234,,,,,,402379,,,,1583.0,George Cassedy
1179,Chambers,Henry,H.,,,,1790-10-01,M,sen,AL,,3.0,Jackson,,,,,,,,,,,,C000284,,,,,,402427,,,,1629.0,Henry H. Chambers
1180,Cocke,John,,,,,,M,rep,TN,2.0,,Jackson,,,,,,,,,,,,C000571,,,,,,402700,,,,1887.0,John Alexander Cocke
1181,Cook,Daniel,Pope,,,,,M,rep,IL,1.0,,Adams,,,,,,,,,,,,C000716,,,,,,402839,,,,2015.0,Daniel Pope Cook
1182,Crump,George,William,,,,1786-09-26,M,rep,VA,5.0,,Jackson,,,,,,,,,,,,C000956,,,,,,403068,,,,2223.0,George William Crump
1183,Dietz,William,,,,,1778-06-28,M,rep,NY,12.0,,Jackson,,,,,,,,,,,,D000342,,,,,,403460,,,,2592.0,William Dietz (politician)
1184,Eastman,Nehemiah,,,,,1782-06-16,M,rep,NH,-1.0,,Adams,,,,,,,,,,,,E000021,,,,,,403717,,,,2825.0,Nehemiah Eastman
1185,Edwards,Samuel,,,,,1785-03-12,M,rep,PA,4.0,,Jackson,,,,,,,,,,,,E000080,,,,,,403772,,,,2873.0,Samuel Edwards
1186,Edwards,Weldon,Nathaniel,,,,1788-01-25,M,rep,NC,6.0,,Jackson,,,,,,,,,,,,E000083,,,,,,403775,,,,2876.0,Weldon Nathaniel Edwards
1187,Estil,Benjamin,,,,,1780-03-13,M,rep,VA,22.0,,Adams,,,,,,,,,,,,E000223,,,,,,403909,,,,2995.0,Benjamin Estil
1188,Farrelly,Patrick,,,,,,M,rep,PA,18.0,,Jackson,,,,,,,,,,,,F000032,,,,,,403993,,,,3070.0,Patrick Farrelly
1189,Findlay,John,,,,,1766-03-31,M,rep,PA,11.0,,Jackson,,,,,,,,,,,,F000120,,,,,,404076,,,,3144.0,John Findlay (U.S. politician)
1190,Fosdick,Nicoll,,,,,1785-11-09,M,rep,NY,20.0,,Adams,,,,,,,,,,,,F000292,,,,,,404242,,,,3294.0,Nicoll Fosdick
1191,Gaillard,John,,,,,1765-09-05,M,sen,SC,,3.0,Jackson,,,,,,,,,,,,G000005,,,,,,404382,,,,3423.0,John Gaillard
1192,Garnett,Robert,Selden,,,,1789-04-26,M,rep,VA,12.0,,Jackson,,,,,,,,,,,,G000077,,,,,,404449,,,,3485.0,Robert S. Garnett (congressman)
1193,Garrison,Daniel,,,,,1782-04-03,M,rep,NJ,-1.0,,Jackson,,,,,,,,,,,,G000083,,,,,,404455,,,,3491.0,Daniel Garrison
1194,Gist,Joseph,,,,,1775-01-12,M,rep,SC,7.0,,Jackson,,,,,,,,,,,,G000227,,,,,,404589,,,,3620.0,Joseph Gist
1195,Govan,Andrew,Robison,,,,1794-01-13,M,rep,SC,4.0,,Jackson,,,,,,,,,,,,G000346,,,,,,404702,,,,3727.0,Andrew R. Govan
1196,Harris,Robert,,,,,1768-09-05,M,rep,PA,6.0,,Jackson,,,,,,,,,,,,H000250,,,,,,405128,,,,4111.0,Robert Harris (Pennsylvania politician)
1197,Hasbrouck,Abraham,Bruyn,,,,1791-11-29,M,rep,NY,7.0,,Adams,,,,,,,,,,,,H000312,,,,,,405185,,,,4167.0,Abraham Bruyn Hasbrouck
